# M_star [M_sun], T_star [K], M_disk [M_sun], alpha, R [au], T_disk [K], Sigma_gas [g/cm^2], eps, afrag [cm], OmegaK [1/s], tgr [s]
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,5.137611927938360093e-03,2.583493941599648736e+00,3.529493639669279901e+02,3.609170694829008141e+01,7.541169384846817259e-02,7.139342816506767664e-02,5.252271297847008119e-08,2.524725424284556806e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,8.783934387520299023e-03,7.623568355180853473e+01,3.315703721248830504e+01,1.340603828817965582e-01,1.296567342041035631e-02,1.652732065564152053e-03,1.337658485232280829e-10,5.765801314663112793e+11
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,1.527698156827337001e-03,7.465519617922338114e+01,2.686664077144672547e+01,9.072519055864278203e-02,2.364082195068119958e-04,8.395695859796844726e-03,1.112882500808252350e-10,3.800914621542032812e+13
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,6.117355970120670584e-05,1.751246232375216039e+00,3.282996310813339846e+02,2.528891284179128007e+01,4.705950134839884461e-03,6.694697612155857236e+00,6.654608389584485115e-08,3.193229816503004551e+09
1.499999999999999944e-02,2.514000000000000000e+03,7.500000000000000156e-04,4.720231167780281826e-04,1.356275650159473045e+00,9.495104267657302444e+01,7.881053477512134364e-01,4.377417285737792568e-02,6.612725395067314826e-02,1.543801225570338098e-08,1.479757909767941952e+09
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,1.687044155583248281e-04,8.923168465647903780e-01,2.837614467486569083e+02,1.279448436315570881e+01,8.021374888634611455e-01,9.988454359316613074e-01,9.738981056756189033e-08,1.280081628826119937e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,5.337707230041877901e-05,1.061050145814812717e+00,5.507418948852927088e+02,7.785327965951283602e+01,4.205124269044244745e-01,1.074413774883834627e+01,1.995512524430509052e-07,1.191699364086771943e+07
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.168294721325426858e-04,1.007172246517913816e+00,2.878731183892842864e+02,1.356869846057285400e+01,4.239062741554833202e-03,1.582556909009712687e+00,8.809009369274099556e-08,2.677953820166152000e+09
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.394113433544096016e-03,1.152974476797427261e+00,2.690563148910827067e+02,1.208237954015687166e+01,7.458944611001310432e-04,1.156105656559991979e-01,7.192057593299233174e-08,1.864101093927656937e+10
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,5.055639153312270441e-04,1.001373847056851174e+00,1.872477057245194487e+02,4.908975261818019575e+00,9.355844560099302754e-04,1.878739202725841495e-01,5.331379283534280403e-08,2.004829398747623062e+10
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.958057889245876180e-03,8.668494162818340953e+00,1.926837165315596678e+02,1.216728839313252841e+01,1.418674608681558258e-03,1.157461204495541240e-01,8.545605307340421408e-09,8.248488510751097107e+10
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,2.314382666543754463e-03,4.326039594227987095e+01,2.908158125859843679e+01,1.279997299761087837e-01,8.898732140047728445e-02,6.960113448158098716e-03,1.916296011209180736e-10,5.864206703803732300e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,8.839328684959489113e-05,2.894729327165516786e+00,3.544307932258436153e+02,3.812348377971400737e+01,3.980331934767313701e-02,4.851004102472995960e+00,4.783213599174127468e-08,5.252437989584159255e+08
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,5.189162228805552831e-04,8.979920306174832945e+00,5.876663831987094966e+01,5.884878687324888169e-01,1.571935692097688533e-02,7.747373290919548627e-02,1.812318820159692717e-09,3.510189998710722351e+10
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,1.367935093857095463e-04,1.162198991095179545e+00,3.571368402275236349e+02,2.399994694993819166e+01,1.591941473965330454e-03,1.832781762049751961e+00,1.005025204801243233e-07,6.250229282225011826e+09
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,1.902200451740908077e-03,9.765214328095479956e+00,1.123769668475063668e+02,2.717725355707986346e+00,2.118282173792636683e-02,4.569079148946364466e-02,3.573597673987540679e-09,1.321023464404455185e+10
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,3.761089049543659985e-03,2.926129441633194972e+01,3.809638589117476215e+01,2.560179627837548821e-01,1.004110297195860424e-01,6.436812824823574981e-03,3.773537349275490454e-10,2.639185559886013412e+10
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.567014180091509451e-03,2.334222460001916133e+00,1.890960933489552929e+02,6.571046874882196853e+00,4.228241057129024094e-01,7.962151980841514209e-02,2.496717075265950329e-08,9.472637752173097432e+07
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,3.329195598986164992e-03,1.891069196358355953e+01,5.314002955414774476e+01,6.067875825911491772e-01,2.928566703545258318e-02,1.233735624551044081e-02,8.729276387543771872e-10,3.911709864604679871e+10
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,9.873588816088029602e-03,3.101103104955258427e+00,2.874862878931260184e+02,2.307266857264552229e+01,1.951667645478387947e-01,2.915568489319858916e-02,3.458713945030881918e-08,1.481424396936199963e+08
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,7.820533181093005130e-04,1.979707527157729530e+01,1.230996412507275011e+02,4.887692103787109055e+00,3.045484649179095935e-02,1.838792812888977724e-01,2.370622980125265613e-09,1.385099891392539597e+10
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,7.729396855786802023e-03,2.170508918922844810e+00,1.195089836581764757e+02,2.099895379822000141e+00,4.457583610332676097e-03,8.154726242063573341e-03,1.525109274090351234e-08,1.470955519010152054e+10
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,1.912161788663936678e-04,5.934849030235024303e-01,6.275675624955134708e+02,8.533569741728383917e+01,2.551358480440420184e-03,2.566571756690693817e+00,3.894916741668540158e-07,1.006306638476083755e+09
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.314725490892729555e-04,3.752388080311524821e+00,1.491424076522841062e+02,4.334891772882201622e+00,3.732369991000275252e-04,1.238071554848250377e+00,1.224957652587534231e-08,2.187228901224436951e+11
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,7.231131431323209371e-04,2.606926041488794255e+01,1.146459220361999201e+02,4.242323844203617966e+00,7.586744048935328312e-03,1.859762402975398410e-01,1.705478738024878151e-09,7.728554215462471008e+10
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,1.183253628329431883e-03,1.389367751735756329e+01,5.028923458785310174e+01,4.622907110194897640e-01,8.187280562005446738e-01,2.859994988788133047e-02,1.031592380288293129e-09,1.184001360208234787e+09
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,8.907348188117273106e-04,5.782809633236196678e-01,2.417705669595260929e+02,7.634214498822871953e+00,5.931132106339239698e-04,1.273962812786572918e-01,1.197866378061359393e-07,1.407518226567360687e+10
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,1.286499293807916340e-03,8.887190724551790044e-01,4.365209116948472001e+02,3.776128054161100778e+01,4.635389583606657760e-01,2.412497619324464881e-01,1.680373989082988128e-07,1.283830855046367645e+07
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,3.034118791414128929e-04,4.165151332794217454e-01,3.579512915543268718e+02,1.875912698908980758e+01,1.008291404167949157e-01,6.242605524421148688e-01,2.670503780795988563e-07,3.713819036775567383e+07
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,8.538758320965064231e-04,5.123686744134481330e-01,2.832261433263954018e+02,1.209299553579021946e+01,3.892085282549735681e-02,1.796294522775871982e-01,1.716697775783852643e-07,1.496662260331494510e+08
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,1.521423214812193524e-04,1.493345421108291271e+00,2.873633709207486504e+02,1.450795385998697817e+01,2.252524631758152096e-01,1.251163459046387150e+00,5.975688001484597142e-08,7.429208328420573473e+07
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,4.477651438676148385e-03,2.509192741508046964e+01,9.651855667569704167e+01,2.728966486890643584e+00,3.623417462672752086e-04,2.265979214583132770e-02,1.416810147162324687e-09,1.947914849559929688e+12
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,9.194947037038525214e-03,1.926737214741889659e+01,8.000675316661025249e+01,1.372526400197973118e+00,4.116546691431828791e-04,6.693121531958884721e-03,1.289420580053011088e-09,1.883962945702154297e+12
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,1.967542955004254572e-03,1.525229682689234600e+01,5.192855607932047235e+01,5.842150564520588452e-01,1.582170611962613490e-04,2.068645265708854777e-02,1.056975269672627996e-09,5.979733930962095703e+12
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,8.085364834071337437e-03,4.317133384677307895e+00,1.199663958360261233e+02,2.870997088114109363e+00,5.015528104731934930e-04,1.061762082046082377e-02,8.596469523666870276e-09,2.319333515531921692e+11
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,2.302406245635233676e-04,4.940267302948277539e+00,1.851454203089550674e+02,8.484044910100800863e+00,2.147927685869158720e-01,7.525205930036006352e-01,1.282115141751550621e-08,3.631226296977968216e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,2.511453372136740556e-03,1.112048703431148233e+01,8.663835483585282304e+01,1.599208087963386093e+00,4.420231879312239501e-03,2.641173150354486285e-02,2.401026672951808681e-09,9.422322457782835388e+10
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,2.100671632902895592e-03,4.674911843765588770e+01,2.701736368439443581e+01,1.068160484940243182e-01,4.838289834806792922e-02,6.947192143838051316e-03,1.647997621101858025e-10,1.254155937609881134e+11
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,2.262695457864092837e-04,2.479692150592629485e+00,1.167560834259959250e+02,2.181968568318872315e+00,2.084062003334595861e-03,3.481468661193346525e-01,1.349025217375430828e-08,3.556880679107180786e+10
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,3.195807119138489708e-04,5.611201978878713748e-01,2.747806225364950592e+02,1.007118099037686321e+01,2.953772065620092202e-01,4.161986297695197679e-01,1.421036068027761771e-07,2.382417770966182277e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.244103875331298206e-03,1.919687792161021145e+00,4.094499236352009461e+02,4.671564489966264233e+01,3.897382654993681445e-02,3.290530950257845033e-01,8.199972904338664489e-08,3.129064638460749388e+08
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,7.558648761145347330e-04,2.710128974535872981e+00,3.555672639851239865e+02,3.749991439628047374e+01,8.099593035490531001e-01,5.010838854115919894e-01,5.088085915719800135e-08,2.426511565683386475e+07
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,6.369306767932422331e-05,1.237037552348488667e+00,3.699950297246036826e+02,2.843376923128537470e+01,2.772726228789343383e-01,5.403047583366591411e+00,1.023242042098502115e-07,3.524638928566725552e+07
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,1.175744622470936826e-03,4.125768025901324076e-01,7.526844073416908714e+02,1.163797730734130340e+02,1.598283147541539051e-01,4.717517378416711260e-01,6.719786635633525936e-07,9.310881428457887843e+06
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,1.154073111679007222e-03,3.039898860359826038e+00,1.429634878101210234e+02,3.913266254233553454e+00,2.119197937293911069e-03,8.535188702376396430e-02,1.454871467245789173e-08,3.243424932107896423e+10
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,2.110696046101968176e-03,2.486148617139376071e+00,2.609900585103540038e+02,1.555022190509550661e+01,3.595703916764771829e-02,1.012806564091566636e-01,3.591385886053608933e-08,7.743797814029854536e+08
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,8.591787475720334309e-05,2.387922107045769682e+00,3.544398685488928322e+02,3.543263033876797152e+01,4.463855507179057512e-03,4.672891846062663390e+00,5.658923294756817371e-08,3.958731661192852974e+09
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,1.140393070559641642e-03,2.392070620650634361e+00,3.784684975010940207e+02,4.181171674867646715e+01,4.825737806546719910e-01,3.476426594584338670e-01,6.135901502870236179e-08,3.377208693597031385e+07
2.999999999999999889e-02,2.666000000000000000e+03,1.500000000000000031e-03,2.037891309981200005e-03,1.585799282371760022e+01,3.550816739687454060e+01,1.684070352449049679e-01,6.191865906986579330e-04,8.493763460743024990e-03,5.460796603680516100e-10,2.957484359860000000e+12
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,1.018732805537876695e-03,7.145821237409571758e+00,7.584574043159435064e+01,1.213492203086946830e+00,7.829150287927176891e-03,5.719350270340720771e-02,3.296017262917188660e-09,3.875215803054393768e+10
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,2.126511154004996022e-03,6.115192331575708806e+01,6.183502620018865770e+01,7.993971605866985186e-01,3.142316430917516655e-04,2.191866979013729066e-02,3.723895722728944625e-10,8.545797003849337891e+12
1.499999999999999944e-02,2.514000000000000000e+03,7.500000000000000156e-04,1.114281502932655977e-03,4.872270569555937070e-01,1.584150312500532038e+02,1.893528965618977544e+00,3.723009664041589508e-04,3.858626248211950716e-02,7.169951728692948104e-08,3.746188312866769409e+10
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,2.285919458648422165e-03,4.269579661345347610e+00,2.832854635471092024e+02,2.512841404235020093e+01,3.706508307594864686e-04,1.392144777142925172e-01,2.573129794814688922e-08,1.048511814776972809e+11
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,8.101784680602346078e-04,3.345346423317732132e+00,2.884595843257329761e+02,2.398431451661136649e+01,1.191445436675698730e-02,3.687059482505407049e-01,3.253913869283429378e-08,2.579406493086644650e+09
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.369674209322075493e-03,6.061794171294788702e-01,7.034803770151096387e+02,1.152345250779328012e+02,5.006434919129598704e-01,4.290101728703529793e-01,4.424480270519483034e-07,4.514494852771766484e+06
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,6.582983318315314795e-03,8.553790160613008453e-01,6.133901095213565213e+02,9.364371886427112202e+01,1.400096067023545998e-01,8.318294794907775402e-02,2.756896321325920403e-07,2.590727472543262318e+07
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,7.207466325985385216e-04,1.680598010311513235e+00,4.515281024022283987e+02,5.677680918135500576e+01,6.856360233173966479e-02,6.262963568267647663e-01,1.041942151209933879e-07,1.399789608380936086e+08
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,1.058501819012651205e-03,7.342244504122020565e+00,1.420898560938438777e+02,4.734035316862192921e+00,1.337990642748708783e-02,1.133442258874381575e-01,6.329281771347795798e-09,1.180843908195150375e+10
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,6.152052822355628990e-04,2.663455768580468064e+00,3.476109009112938111e+02,3.514439796087216905e+01,2.269347001958094689e-01,5.906071030779406206e-01,5.017531279081249642e-08,8.782314861491577327e+07
